rank,account_id,account_name,region,industry,product_family,deployment,type,score,band,pipeline,open_count,Customer fit,Customer intent,Product engagement,Product whitespace,Modernization,Competitive intensity,Product pipeline
170,A01979,Synthetic Account 1979,EMEA,Financial Services,Analytics & Data,Hybrid,Modernization,83.9,Strong,14595746.0,1,100.0,99.847103,99,0,65,99,94.166522
171,A00503,Synthetic Account 503,Latin America,Telecommunications,Applications,On-Premise,Modernization,83.8,Strong,15393589.0,1,83.5,98.465366,99,0,85,99,99.31392
172,A01586,Synthetic Account 1586,North America,Financial Services,Infrastructure,On-Premise,Modernization,83.8,Strong,14925251.0,1,89.5,94.783618,99,0,85,97,96.292371
173,A00322,Synthetic Account 322,EMEA,Telecommunications,Integration,Hybrid,Modernization,83.8,Strong,14809782.0,1,100.0,99.932046,99,0,65,97,95.547406
174,A01714,Synthetic Account 1714,APAC,Energy,Database,Hybrid,Modernization,83.8,Strong,14801669.0,1,100.0,99.937709,97,0,65,100,95.495064
175,A01100,Synthetic Account 1100,Latin America,Energy,Applications,No Footprint,Whitespace,83.8,Strong,14609653.0,1,100.0,99.847103,97,100,0,99,94.256245
176,A01867,Synthetic Account 1867,Latin America,Financial Services,Infrastructure,No Footprint,Whitespace,83.7,Strong,15386803.0,1,94.0,99.858429,100,100,0,100,99.270139
177,A01143,Synthetic Account 1143,North America,Energy,Infrastructure,Hybrid,Modernization,83.7,Strong,14917878.0,1,100.0,99.932046,97,0,65,98,96.244803
178,A02369,Synthetic Account 2369,EMEA,Healthcare,Analytics & Data,Hybrid,Modernization,83.7,Strong,14737474.0,1,100.0,99.988674,98,0,65,97,95.080901
179,A01017,Synthetic Account 1017,APAC,Telecommunications,Applications,On-Premise,Modernization,83.7,Strong,14588147.0,1,89.5,94.715664,98,0,85,100,94.117496
180,A02517,Synthetic Account 2517,Latin America,Healthcare,Infrastructure,Hybrid,Modernization,83.6,Strong,14940603.0,1,100.0,99.943371,97,0,65,97,96.391416
181,A02517,Synthetic Account 2517,Latin America,Healthcare,Integration,Hybrid,Modernization,83.6,Strong,14821057.0,1,100.0,99.943371,97,0,65,97,95.620148
182,A00503,Synthetic Account 503,Latin America,Telecommunications,Security,On-Premise,Modernization,83.6,Strong,14774345.0,1,83.5,98.465366,100,0,85,99,95.318779
183,A00979,Synthetic Account 979,North America,Telecommunications,Integration,No Footprint,Whitespace,83.5,Strong,15045642.0,1,94.0,99.84144,100,100,0,100,97.06909
184,A01094,Synthetic Account 1094,EMEA,Financial Services,Applications,On-Premise,Modernization,83.4,Strong,15254154.0,1,89.5,90.835716,99,0,85,99,98.414335
185,A02140,Synthetic Account 2140,North America,Energy,Database,On-Premise,Modernization,83.4,Strong,15220006.0,1,89.5,90.648842,99,0,85,100,98.194024
186,A00592,Synthetic Account 592,Latin America,Energy,Integration,Hybrid,Modernization,83.4,Strong,14668096.0,1,100.0,99.818789,97,0,65,97,94.633299
187,A02031,Synthetic Account 2031,EMEA,Healthcare,Infrastructure,Hybrid,Modernization,83.3,Strong,15403502.0,1,100.0,94.574092,100,0,65,97,99.377875
188,A01553,Synthetic Account 1553,EMEA,Telecommunications,Database,Hybrid,Modernization,83.3,Strong,15383345.0,1,94.0,99.830114,100,0,65,99,99.247829
189,A01978,Synthetic Account 1978,APAC,Manufacturing,Integration,No Footprint,Whitespace,83.3,Strong,15313929.0,1,94.0,99.84144,100,100,0,97,98.799982
190,A02106,Synthetic Account 2106,APAC,Financial Services,Analytics & Data,No Footprint,Whitespace,83.3,Strong,15232648.0,1,94.0,99.790474,98,100,0,100,98.275586
191,A00979,Synthetic Account 979,North America,Telecommunications,Applications,No Footprint,Whitespace,83.3,Strong,15169301.0,1,94.0,99.84144,98,100,0,100,97.866894
192,A00913,Synthetic Account 913,Latin America,Financial Services,Security,On-Premise,Modernization,83.3,Strong,15057760.0,1,89.5,91.011265,99,0,85,99,97.147271
193,A01392,Synthetic Account 1392,EMEA,Financial Services,Security,On-Premise,Modernization,83.3,Strong,14958735.0,1,89.5,90.801739,100,0,85,98,96.508397
194,A02984,Synthetic Account 2984,Latin America,Telecommunications,Applications,On-Premise,Modernization,83.3,Strong,14923697.0,1,83.5,98.131257,98,0,85,99,96.282345
195,A00044,Synthetic Account 44,Latin America,Manufacturing,Integration,No Footprint,Whitespace,83.3,Strong,14843023.0,1,94.0,99.835777,100,100,0,100,95.761865
196,A01978,Synthetic Account 1978,APAC,Manufacturing,Analytics & Data,No Footprint,Whitespace,83.3,Strong,14733114.0,1,94.0,99.84144,100,100,0,100,95.052772
197,A00017,Synthetic Account 17,North America,Energy,Infrastructure,On-Premise,Modernization,83.3,Strong,14685925.0,1,89.5,90.688482,100,0,85,100,94.748325
198,A02531,Synthetic Account 2531,North America,Energy,Security,On-Premise,Modernization,83.3,Strong,14629777.0,1,83.5,98.034988,99,0,85,100,94.386078
199,A02788,Synthetic Account 2788,Latin America,Telecommunications,Database,On-Premise,Modernization,83.2,Strong,15369286.0,1,89.5,90.813065,98,0,85,98,99.157125
200,A02436,Synthetic Account 2436,North America,Telecommunications,Infrastructure,Hybrid,Modernization,83.2,Strong,15141797.0,1,94.0,99.937709,99,0,65,100,97.689448
201,A02837,Synthetic Account 2837,North America,Energy,Security,No Footprint,Whitespace,83.2,Strong,15007012.0,1,94.0,99.852766,99,100,0,99,96.819863
202,A00179,Synthetic Account 179,EMEA,Healthcare,Database,On-Premise,Modernization,83.2,Strong,14868673.0,1,89.5,90.961189,99,0,85,99,95.92735
203,A02067,Synthetic Account 2067,APAC,Energy,Analytics & Data,No Footprint,Whitespace,83.2,Strong,14657179.0,1,94.0,99.966023,100,100,0,100,94.562866
204,A02170,Synthetic Account 2170,APAC,Financial Services,Infrastructure,Hybrid,Modernization,83.1,Strong,15464684.0,1,94.0,99.830114,98,0,65,99,99.772599
205,A01870,Synthetic Account 1870,North America,Financial Services,Applications,On-Premise,Modernization,83.1,Strong,15440592.0,1,83.5,94.710001,100,0,85,97,99.617166
206,A02695,Synthetic Account 2695,EMEA,Healthcare,Database,Hybrid,Modernization,83.1,Strong,15436293.0,1,94.0,99.937709,99,0,65,98,99.58943
207,A00972,Synthetic Account 972,APAC,Manufacturing,Infrastructure,No Footprint,Whitespace,83.1,Strong,15374313.0,1,94.0,99.915057,97,100,0,98,99.189558
208,A02837,Synthetic Account 2837,North America,Energy,Infrastructure,No Footprint,Whitespace,83.1,Strong,15240151.0,1,94.0,99.852766,97,100,0,99,98.323993
209,A01978,Synthetic Account 1978,APAC,Manufacturing,Applications,Hybrid,Modernization,83.1,Strong,15219884.0,1,94.0,99.84144,100,0,65,98,98.193237
210,A00091,Synthetic Account 91,Latin America,Energy,Database,Hybrid,Modernization,83.1,Strong,15156029.0,1,94.0,99.954697,100,0,65,98,97.781268
211,A01856,Synthetic Account 1856,Latin America,Financial Services,Applications,Hybrid,Modernization,83.1,Strong,15089258.0,1,94.0,99.892406,99,0,65,100,97.350485
212,A00972,Synthetic Account 972,APAC,Manufacturing,Analytics & Data,No Footprint,Whitespace,83.1,Strong,14955197.0,1,94.0,99.915057,99,100,0,98,96.485571
213,A01504,Synthetic Account 1504,APAC,Financial Services,Security,Hybrid,Modernization,83.1,Strong,14934833.0,1,94.0,99.813126,100,0,65,100,96.35419
214,A00858,Synthetic Account 858,North America,Manufacturing,Applications,On-Premise,Modernization,83.1,Strong,14908716.0,1,83.5,98.199211,98,0,85,97,96.185693
215,A00091,Synthetic Account 91,Latin America,Energy,Infrastructure,No Footprint,Whitespace,83.1,Strong,14776372.0,1,94.0,99.954697,99,100,0,99,95.331857
216,A02629,Synthetic Account 2629,Latin America,Healthcare,Applications,No Footprint,Whitespace,83.1,Strong,14687798.0,1,94.0,99.847103,100,100,0,99,94.760409
217,A00972,Synthetic Account 972,APAC,Manufacturing,Database,Hybrid,Modernization,83.0,Strong,15404740.0,1,94.0,99.915057,98,0,65,98,99.385862
218,A02801,Synthetic Account 2801,EMEA,Energy,Analytics & Data,Hybrid,Modernization,83.0,Strong,15369293.0,1,94.0,99.898069,99,0,65,97,99.15717
219,A01050,Synthetic Account 1050,North America,Healthcare,Infrastructure,No Footprint,Whitespace,83.0,Strong,15328375.0,1,94.0,99.903731,97,100,0,98,98.893182
220,A02556,Synthetic Account 2556,Latin America,Financial Services,Database,Hybrid,Modernization,83.0,Strong,15307031.0,1,94.0,99.954697,98,0,65,99,98.755478
221,A01434,Synthetic Account 1434,EMEA,Financial Services,Database,No Footprint,Whitespace,83.0,Strong,15268636.0,1,94.0,99.932046,97,100,0,98,98.507768
222,A02629,Synthetic Account 2629,Latin America,Healthcare,Infrastructure,No Footprint,Whitespace,83.0,Strong,15262660.0,1,94.0,99.847103,98,100,0,97,98.469213
223,A02354,Synthetic Account 2354,Latin America,Manufacturing,Integration,No Footprint,Whitespace,83.0,Strong,15239846.0,1,94.0,99.898069,98,100,0,97,98.322025
224,A02819,Synthetic Account 2819,Latin America,Manufacturing,Security,Hybrid,Modernization,83.0,Strong,15146364.0,1,95.5,99.971686,97,0,65,98,97.718912
225,A01141,Synthetic Account 1141,Latin America,Financial Services,Security,No Footprint,Whitespace,83.0,Strong,15080337.0,1,94.0,99.943371,97,100,0,99,97.29293
226,A02067,Synthetic Account 2067,APAC,Energy,Security,Hybrid,Modernization,83.0,Strong,15059530.0,1,94.0,99.966023,99,0,65,99,97.158691
227,A00319,Synthetic Account 319,North America,Healthcare,Database,No Footprint,Whitespace,83.0,Strong,15049406.0,1,94.0,99.926383,99,100,0,97,97.093374
228,A00670,Synthetic Account 670,EMEA,Telecommunications,Security,No Footprint,Whitespace,83.0,Strong,15043012.0,1,94.0,99.926383,99,100,0,97,97.052122
229,A01094,Synthetic Account 1094,EMEA,Financial Services,Security,On-Premise,Modernization,83.0,Strong,14981953.0,1,89.5,90.835716,97,0,85,100,96.658192
230,A00972,Synthetic Account 972,APAC,Manufacturing,Security,No Footprint,Whitespace,83.0,Strong,14976854.0,1,94.0,99.915057,98,100,0,99,96.625295
231,A01392,Synthetic Account 1392,EMEA,Financial Services,Infrastructure,On-Premise,Modernization,83.0,Strong,14968726.0,1,89.5,90.801739,99,0,85,97,96.572856
232,A00913,Synthetic Account 913,Latin America,Financial Services,Applications,On-Premise,Modernization,83.0,Strong,14690941.0,1,89.5,91.011265,99,0,85,98,94.780686
233,A01867,Synthetic Account 1867,Latin America,Financial Services,Security,Hybrid,Modernization,83.0,Strong,14677867.0,1,94.0,99.858429,100,0,65,100,94.696338
234,A01365,Synthetic Account 1365,North America,Manufacturing,AI & ML,No Footprint,Whitespace,83.0,Strong,14647457.0,1,94.0,99.773486,99,100,0,99,94.500143
235,A00347,Synthetic Account 347,EMEA,Healthcare,Security,No Footprint,Whitespace,83.0,Strong,14634863.0,1,94.0,99.932046,100,100,0,98,94.418891
236,A02801,Synthetic Account 2801,EMEA,Energy,Integration,Hybrid,Modernization,82.9,Strong,15489536.0,1,94.0,99.898069,97,0,65,98,99.932935
237,A02357,Synthetic Account 2357,Latin America,Automotive,Database,On-Premise,Modernization,82.9,Strong,15455829.0,1,86.5,91.135848,99,0,85,98,99.71547
238,A02283,Synthetic Account 2283,Latin America,Telecommunications,Applications,Hybrid,Modernization,82.9,Strong,15444245.0,1,94.0,99.915057,97,0,65,99,99.640734
239,A01856,Synthetic Account 1856,Latin America,Financial Services,Database,No Footprint,Whitespace,82.9,Strong,15249468.0,1,94.0,99.892406,97,100,0,97,98.384102
240,A02837,Synthetic Account 2837,North America,Energy,Integration,No Footprint,Whitespace,82.9,Strong,15213351.0,1,94.0,99.852766,97,100,0,98,98.151089
241,A00067,Synthetic Account 67,APAC,Energy,Applications,On-Premise,Modernization,82.9,Strong,15185936.0,1,83.5,94.602407,99,0,85,99,97.974217
242,A00962,Synthetic Account 962,Latin America,Manufacturing,AI & ML,No Footprint,Whitespace,82.9,Strong,15115850.0,1,94.0,98.397411,99,100,0,98,97.522047
243,A02357,Synthetic Account 2357,Latin America,Automotive,Infrastructure,On-Premise,Modernization,82.9,Strong,15078434.0,1,86.5,91.135848,99,0,85,100,97.280652
244,A02031,Synthetic Account 2031,EMEA,Healthcare,Integration,Hybrid,Modernization,82.9,Strong,15067391.0,1,100.0,94.574092,99,0,65,97,97.209407
245,A00319,Synthetic Account 319,North America,Healthcare,Security,Hybrid,Modernization,82.9,Strong,15065414.0,1,94.0,99.926383,99,0,65,98,97.196652
246,A01624,Synthetic Account 1624,EMEA,Manufacturing,Database,On-Premise,Modernization,82.9,Strong,14925171.0,1,89.5,91.147174,98,0,85,97,96.291854
247,A01647,Synthetic Account 1647,APAC,Manufacturing,Security,Hybrid,Modernization,82.9,Strong,14715644.0,1,94.0,99.903731,99,0,65,100,94.940061
248,A01025,Synthetic Account 1025,EMEA,Manufacturing,Analytics & Data,Hybrid,Modernization,82.9,Strong,14704891.0,1,94.0,99.869754,99,0,65,100,94.870687
249,A02819,Synthetic Account 2819,Latin America,Manufacturing,Infrastructure,Hybrid,Modernization,82.9,Strong,14665934.0,1,95.5,99.971686,97,0,65,100,94.61935
250,A00670,Synthetic Account 670,EMEA,Telecommunications,Integration,No Footprint,Whitespace,82.9,Strong,14629427.0,1,94.0,99.926383,98,100,0,100,94.38382
251,A01647,Synthetic Account 1647,APAC,Manufacturing,Analytics & Data,Hybrid,Modernization,82.8,Strong,15468493.0,1,94.0,99.903731,97,0,65,97,99.797173
252,A00067,Synthetic Account 67,APAC,Energy,Infrastructure,On-Premise,Modernization,82.8,Strong,15254298.0,1,83.5,94.602407,99,0,85,97,98.415264
253,A01201,Synthetic Account 1201,APAC,Manufacturing,Database,On-Premise,Modernization,82.8,Strong,15250823.0,1,83.5,94.993144,98,0,85,98,98.392844
254,A02695,Synthetic Account 2695,EMEA,Healthcare,Integration,Hybrid,Modernization,82.8,Strong,15036734.0,1,94.0,99.937709,99,0,65,97,97.011619
255,A01141,Synthetic Account 1141,Latin America,Financial Services,Infrastructure,Hybrid,Modernization,82.8,Strong,15033069.0,1,94.0,99.943371,99,0,65,97,96.987974
256,A01050,Synthetic Account 1050,North America,Healthcare,Applications,No Footprint,Whitespace,82.8,Strong,14857922.0,1,94.0,99.903731,97,100,0,99,95.857988
257,A02556,Synthetic Account 2556,Latin America,Financial Services,AI & ML,No Footprint,Whitespace,82.8,Strong,14821835.0,1,94.0,99.954697,97,100,0,99,95.625168
258,A00091,Synthetic Account 91,Latin America,Energy,Analytics & Data,No Footprint,Whitespace,82.8,Strong,14813935.0,1,94.0,99.954697,98,100,0,98,95.5742
259,A01365,Synthetic Account 1365,North America,Manufacturing,Analytics & Data,No Footprint,Whitespace,82.8,Strong,14705333.0,1,94.0,99.773486,97,100,0,100,94.873538
260,A02357,Synthetic Account 2357,Latin America,Automotive,Security,On-Premise,Modernization,82.7,Strong,15356385.0,1,86.5,91.135848,97,0,85,100,99.073893
261,A01141,Synthetic Account 1141,Latin America,Financial Services,Analytics & Data,Hybrid,Modernization,82.7,Strong,15303373.0,1,94.0,99.943371,97,0,65,97,98.731878
262,A02067,Synthetic Account 2067,APAC,Energy,Integration,Hybrid,Modernization,82.7,Strong,15243695.0,1,94.0,99.966023,97,0,65,98,98.346857
263,A00011,Synthetic Account 11,North America,Energy,Analytics & Data,No Footprint,Whitespace,82.7,Strong,15228043.0,1,100.0,91.113196,99,100,0,98,98.245876
264,A01656,Synthetic Account 1656,APAC,Healthcare,Security,On-Premise,Modernization,82.7,Strong,14934230.0,1,100.0,78.879644,97,0,85,100,96.3503
265,A02547,Synthetic Account 2547,North America,Healthcare,Integration,Hybrid,Modernization,82.7,Strong,14866551.0,1,94.0,99.84144,97,0,65,100,95.913659
266,A02801,Synthetic Account 2801,EMEA,Energy,Infrastructure,No Footprint,Whitespace,82.7,Strong,14840598.0,1,94.0,99.898069,97,100,0,98,95.74622
267,A02436,Synthetic Account 2436,North America,Telecommunications,Integration,No Footprint,Whitespace,82.7,Strong,14818627.0,1,94.0,99.937709,97,100,0,98,95.604471
268,A00319,Synthetic Account 319,North America,Healthcare,Integration,Hybrid,Modernization,82.7,Strong,14771670.0,1,94.0,99.926383,98,0,65,99,95.301521
269,A00017,Synthetic Account 17,North America,Energy,Database,On-Premise,Modernization,82.7,Strong,14692623.0,1,89.5,90.688482,97,0,85,99,94.791538
270,A00044,Synthetic Account 44,Latin America,Manufacturing,Applications,Hybrid,Modernization,82.7,Strong,14662959.0,1,94.0,99.835777,100,0,65,97,94.600157
271,A02283,Synthetic Account 2283,Latin America,Telecommunications,AI & ML,No Footprint,Whitespace,82.7,Strong,14593720.0,1,94.0,99.915057,99,100,0,97,94.153451
272,A01504,Synthetic Account 1504,APAC,Financial Services,Applications,No Footprint,Whitespace,82.7,Strong,14585500.0,1,94.0,99.813126,99,100,0,97,94.100419
273,A00011,Synthetic Account 11,North America,Energy,Security,Hybrid,Modernization,82.6,Strong,15219674.0,1,100.0,91.113196,99,0,65,100,98.191882
274,A02114,Synthetic Account 2114,EMEA,Energy,Applications,On-Premise,Modernization,82.6,Strong,15060094.0,1,83.5,94.936515,97,0,85,99,97.162329
275,A02479,Synthetic Account 2479,Latin America,Healthcare,Integration,Hybrid,Modernization,82.6,Strong,15058182.0,1,94.0,99.767823,98,0,65,97,97.149994
276,A01365,Synthetic Account 1365,North America,Manufacturing,Infrastructure,Hybrid,Modernization,82.6,Strong,15014559.0,1,94.0,99.773486,98,0,65,97,96.868554
277,A01553,Synthetic Account 1553,EMEA,Telecommunications,Analytics & Data,Hybrid,Modernization,82.6,Strong,14911986.0,1,94.0,99.830114,98,0,65,98,96.20679
278,A00319,Synthetic Account 319,North America,Healthcare,Analytics & Data,No Footprint,Whitespace,82.6,Strong,14848743.0,1,94.0,99.926383,97,100,0,97,95.798768
279,A00091,Synthetic Account 91,Latin America,Energy,Security,Hybrid,Modernization,82.6,Strong,14809950.0,1,94.0,99.954697,99,0,65,97,95.54849
280,A00319,Synthetic Account 319,North America,Healthcare,Applications,No Footprint,Whitespace,82.6,Strong,14774288.0,1,94.0,99.926383,97,100,0,97,95.318411
281,A01647,Synthetic Account 1647,APAC,Manufacturing,Integration,Hybrid,Modernization,82.6,Strong,14771154.0,1,94.0,99.903731,99,0,65,97,95.298192
282,A00932,Synthetic Account 932,North America,Energy,AI & ML,No Footprint,Whitespace,82.6,Strong,14763341.0,1,100.0,90.519486,100,100,0,100,95.247785
283,A00129,Synthetic Account 129,Latin America,Public Sector,Infrastructure,On-Premise,Modernization,82.5,Strong,15382191.0,1,76.0,98.012337,100,0,85,100,99.240384
284,A00962,Synthetic Account 962,Latin America,Manufacturing,Integration,Hybrid,Modernization,82.5,Strong,15347310.0,1,94.0,98.397411,98,0,65,97,99.015344
285,A01656,Synthetic Account 1656,APAC,Healthcare,Applications,On-Premise,Modernization,82.5,Strong,15009289.0,1,100.0,78.879644,97,0,85,97,96.834554
286,A01050,Synthetic Account 1050,North America,Healthcare,Security,Hybrid,Modernization,82.5,Strong,14948869.0,1,94.0,99.903731,97,0,65,98,96.444745
